WHONET_ORG_CODE	REPLACED_BY	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
rpi		Rhodotorula pilimanae	C		f						RHO				51976007	Rhodotorula	3384101	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
rru		Rhodotorula rubra	C		f						RHO				51976007	Rhodotorula	2556459	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
rho		Rhodotorula sp.	C		f						RHO				51976007	Rhodotorula	2518125	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
rak		Rickettsia akari	C		-			-			RIC			OTH	30769009	Rickettsia akari	3221495	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rco		Rickettsia conorii	C		-			-			RIC			OTH	32691002	Rickettsia conorii	3221492	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rja		Rickettsia japonica	C		-			-			RIC			OTH	114220007	Rickettsia japonica	3221484	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rpw		Rickettsia prowazekii	C		-			-			RIC			OTH	28499009	Rickettsia prowazekii	3221493	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rri		Rickettsia rickettsii	C		-			-			RIC			OTH	18054009	Rickettsia rickettsii	3221486	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
ric		Rickettsia sp.	C		-			-			RIC			OTH	62065006	Rickettsia	3221436	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
ots		Rickettsia tsutsugamushi	O		-			-			ORI			OTH	114233001	Orientia tsutsugamushi	3221477	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia
ran		Riemerella anatipestifer	C		-			-			RIE			OTH			3228758	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
rie		Riemerella sp.	C		-			-			RIE			OTH			3228757	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
rik		Rikenella sp.	C		a	X		-			RIK			OTH	131351008	Rikenella species	3228394	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
bez		Rochalimaea elizabethae	O		-			-			BAR			OTH	103513003	Bartonella elizabethae	3220768	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bhe		Rochalimaea henselae	O		-			-			BAR			OTH	103510000	Bartonella henselae	3220794	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bqu		Rochalimaea quintana	O		-			-			BAR			OTH	103511001	Bartonella quintana	3220792	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella
bvi		Rochalimaea vinsonii	O		-			-			BAR			OTH	103512008	Bartonella vinsonii									
hna		Rodentolepis nana	C		w						ROD						4413352	4dd32523-a3a3-43b7-84df-4cda02f15cf7	accepted	Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Hymenolepididae	Rodentolepis
rob		Roseburia sp.	C		a	X		+			ROB			OTH	438129001	Genus Roseburia	3226806	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
rce		Roseomonas cervicalis	C		-			-		NFR	ROS			OTH	113711006	Roseomonas cervicalis	9087915	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
rfa		Roseomonas fauriae	O		-			-		NFR	AZO			OTH			5910930	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
ro4		Roseomonas genomospecies 4	C		-			-		NFR	ROS		GRC		115159001	Roseomonas									
ro5		Roseomonas genomospecies 5	C		-			-		NFR	ROS		GRC		415350007	Roseomonas genomospecies 5									
ro6		Roseomonas genomospecies 6	C		-			-		NFR	ROS		GRC		115159001	Roseomonas									
rgi		Roseomonas gilardii	C		-			-		NFR	ROS			OTH	113710007	Roseomonas gilardii	9106335	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
ros		Roseomonas sp.	C		-			-		NFR	ROS			OTH	131291008	Roseomonas species	3221509	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
rtv		Rotavirus	C		v										66932002	Ramichloridium	9860749	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses				Reoviridae	Rotavirus
rde		Rothia dentocariosa	C		+			+			ROT	COF		BAC+	35379007	Rothia dentocariosa	5427830	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Rothia
smg		Rothia mucilaginosa	C		+			+			ROT	COF	GRB		416544005	Rothia mucilaginosa	5427828	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Rothia
rot		Rothia sp.	C		+			+			ROT	COF		BAC+	415355002	Rothia species	3224616	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Rothia
ruv		Rubella virus	C		v										5210005	Rubella virus	10201068	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses				Togaviridae	Rubivirus
rub		Ruminobacter sp.	C		a	X		-			RUB			OTH	131352001	Ruminobacter species	3222906	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter
rha		Ruminococcus hansenii	O		a	X		+			BLT			OTH			7617182	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales		Blautia
rpr		Ruminococcus productus	O		a	X		+			BLT			OTH			8376674	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales		Blautia
rum		Ruminococcus sp.	C		a	X		+			RUM			OTH	131353006	Ruminococcus species	3226759	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
srv		SARS coronavirus	C		v										78139003	Salmonella Arechavaleta									
c19		SARS-CoV-2	C		v																				
smp		Saccharomonospora sp.	C		+			+			SMP			OTH	103501008	Saccharomonospora	3224838	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharomonospora
svd		Saccharomonospora viridis	C		+			+			SMP			OTH	103505004	Saccharomonospora viridis									
sce		Saccharomyces cerevisiae	C		f						SMY				58296003	Saccharomyces cerevisiae	2599166	2d59e5db-57ad-41ff-97d6-11f5fb264527	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
smy		Saccharomyces sp.	C		f						SMY				27069008	Saccharomyces	2518181	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
mre		Saccharopolyspora rectivirgula	C		+			+			SAH			OTH	113657000	Saccharopolyspora rectivirgula	3224825	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharopolyspora
sah		Saccharopolyspora sp.	C		+			+			SAH			OTH	131268009	Saccharopolyspora species	3224816	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharopolyspora
aov		Salmonella Abortusovis	C		-			-	EBC		SAL		XTP	NTSS	83318007	Salmonella Abortusovis									
sag		Salmonella Agona	C		-			-	EBC		SAL		XTP	NTSS	80627004	Salmonella Agona									
ams		Salmonella Amsterdam	C		-			-	EBC		SAL		XTP	NTSS	38658003	Salmonella Amsterdam									
sla		Salmonella Anatum	C		-			-	EBC		SAL		XTP	NTSS	37261005	Salmonella Anatum									
sav		Salmonella Arechavaleta	C		-			-	EBC		SAL		XTP	NTSS	78139003	Salmonella Arechavaleta									
sba		Salmonella Bareilly	C		-			-	EBC		SAL		XTP	NTSS	8044005	Salmonella Bareilly									
sbl		Salmonella Blockley	C		-			-	EBC		SAL		XTP	NTSS	53684004	Salmonella Blockley									
bon		Salmonella Bonn	C		-			-	EBC		SAL		XTP	NTSS	55290005	Salmonella Bonn									
sbm		Salmonella Bovismorbificans	C		-			-	EBC		SAL		XTP	NTSS	81938008	Salmonella Bovismorbificans									
sbr		Salmonella Braenderup	C		-			-	EBC		SAL		XTP	NTSS	35225001	Salmonella Braenderup									
sbn		Salmonella Brandenburg	C		-			-	EBC		SAL		XTP	NTSS	16888008	Salmonella Brandenburg									
brd		Salmonella Bredeney	C		-			-	EBC		SAL		XTP	NTSS	82364007	Salmonella Bredeney									
cer		Salmonella Cerro	C		-			-	EBC		SAL		XTP	NTSS	70344002	Salmonella Cerro									
hes		Salmonella Chester	C		-			-	EBC		SAL		XTP	NTSS	5461002	Salmonella Chester									
sch		Salmonella Choleraesuis	C		-			-	EBC		SAL		XTP	NTSS	80232006	Salmonella Choleraesuis									
cop		Salmonella Copenhagen	C		-			-	EBC		SAL		XTP	NTSS	1885007	Salmonella Typhimurium var. Copenhagen									
drb		Salmonella Derby	C		-			-	EBC		SAL		XTP	NTSS	37091006	Salmonella Derby									
sdu		Salmonella Dublin	C		-			-	EBC		SAL		XTP	NTSS	62136003	Salmonella Dublin									
emk		Salmonella Emek	C		-			-	EBC		SAL		XTP	NTSS	53814008	Salmonella Emek									
sen		Salmonella Enteritidis	C	X	-			-	EBC		SAL		XTP	NTSS	73525009	Salmonella Enteritidis									
sfa		Salmonella Falkensee	C		-			-	EBC		SAL		XTP	NTSS	22899009	Salmonella Falkensee									
sga		Salmonella Gallinarum	C		-			-	EBC		SAL		XTP	NTSS	370576005	Salmonella Gallinarum									
sgp		Salmonella Gallinarum biovar Pullorum	C		-			-	EBC		SAL				20855009	Salmonella Pullorum									
sgi		Salmonella Give	C		-			-	EBC		SAL		XTP	NTSS	71768003	Salmonella Give									
gol		Salmonella Goldcoast	C		-			-	EBC		SAL		XTP	NTSS	16820003	Salmonella Goldcoast									
g51		Salmonella Group 51 (O:51)	C		-			-	EBC		SAL		XTP	NTSS	114928007	Salmonella II 51:-:1,7	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g52		Salmonella Group 52 (O:52)	C		-			-	EBC		SAL		XTP	NTSS	68821008	Salmonella II 52:c:k	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g53		Salmonella Group 53 (O:53)	C		-			-	EBC		SAL		XTP	NTSS	16981003	Salmonella II 53:c:1,5	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g54		Salmonella Group 54 (O:54)	C		-			-	EBC		SAL		XTP	NTSS	105769007	Salmonella group O:54	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g55		Salmonella Group 55 (O:55)	C		-			-	EBC		SAL		XTP	NTSS	114960004	Salmonella II 55:k:z39	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g56		Salmonella Group 56 (O:56)	C		-			-	EBC		SAL		XTP	NTSS	6272001	Salmonella II 56:b-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g57		Salmonella Group 57 (O:57)	C		-			-	EBC		SAL		XTP	NTSS	57475009	Salmonella II 57:a:z42	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g58		Salmonella Group 58 (O:58)	C		-			-	EBC		SAL		XTP	NTSS	16168006	Salmonella II 58:a:(z6)	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g59		Salmonella Group 59 (O:59)	C		-			-	EBC		SAL		XTP	NTSS	114381005	Salmonella II 59:k:(z)	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g60		Salmonella Group 60 (O:60)	C		-			-	EBC		SAL		XTP	NTSS	114984007	Salmonella II 60:b:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g61		Salmonella Group 61 (O:61)	C		-			-	EBC		SAL		XTP	NTSS	398339003	Salmonella IIIb 61:(k):z53	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g62		Salmonella Group 62 (O:62)	C		-			-	EBC		SAL		XTP	NTSS	114993008	Salmonella IIIa 62:g:z51:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g63		Salmonella Group 63 (O:63)	C		-			-	EBC		SAL		XTP	NTSS	398363006	Salmonella IIIa 63:g:z51:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g64		Salmonella Group 64 (O:64)	C		-			-	EBC		SAL		XTP	NTSS	372342007	Salmonella species	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g65		Salmonella Group 65 (O:65)	C		-			-	EBC		SAL		XTP	NTSS	114995001	Salmonella II 65:-:1,6	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g66		Salmonella Group 66 (O:66)	C		-			-	EBC		SAL		XTP	NTSS	115000007	Salmonella V 66:z35:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
g67		Salmonella Group 67 (O:67)	C		-			-	EBC		SAL		XTP	NTSS	105781006	Salmonella group O:67	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gra		Salmonella Group A (O:2)	C		-			-	EBC		SAL		XTP	NTSS	105731002	Salmonella Group A	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grb		Salmonella Group B (O:4)	C		-			-	EBC		SAL		XTP	NTSS	116049009	Salmonella serotype B, :-:1,2	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grc		Salmonella Group C (C1-C4, C2-C3)	C		-			-	EBC		SAL		XTP	NTSS	116048001	Salmonella, serogroup C	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc1		Salmonella Group C1 (O:7)	C		-			-	EBC		SAL		XTP	NTSS	116377008	Salmonella serotype C1,7:l,w:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc2		Salmonella Group C2 (O:6,8)	C		-			-	EBC		SAL		XTP	NTSS	131284005	Salmonella serotype C2,6,8:eh:-	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc3		Salmonella Group C3 (O:8)	C		-			-	EBC		SAL		XTP	NTSS	105735006	Salmonella Group C3	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gc4		Salmonella Group C4 (O:7,14)	C		-			-	EBC		SAL		XTP	NTSS	302630001	Salmonella group C1 and C4	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grd		Salmonella Group D (D1, D2, D3)	C		-			-	EBC		SAL		XTP	NTSS	115408009	Salmonella, serogroup D	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd1		Salmonella Group D1 (O:9)	C		-			-	EBC		SAL		XTP	NTSS	105737003	Salmonella Group D1	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd2		Salmonella Group D2 (O:9,46)	C		-			-	EBC		SAL		XTP	NTSS	105738008	Salmonella Group D2	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gd3		Salmonella Group D3 (O:9,46,27)	C		-			-	EBC		SAL		XTP	NTSS	105739000	Salmonella Group D3	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gre		Salmonella Group E (E1-E2-E3)	C		-			-	EBC		SAL		XTP	NTSS	115409001	Salmonella, serogroup E	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge1		Salmonella Group E1 (O:3,10)	C		-			-	EBC		SAL		XTP	NTSS	105740003	Salmonella Group E1	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge2		Salmonella Group E2 (O:3,15)	C		-			-	EBC		SAL		XTP	NTSS	302682004	Salmonella Group E2	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge3		Salmonella Group E3 (O:3,15,14)	C		-			-	EBC		SAL		XTP	NTSS	302685002	Salmonella Group E3	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ge4		Salmonella Group E4 (O:1,3,19)	C		-			-	EBC		SAL		XTP	NTSS	105743001	Salmonella Group E4	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grf		Salmonella Group F (O:11)	C		-			-	EBC		SAL		XTP	NTSS	27268008	Salmonella	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grg		Salmonella Group G (O:13) (G1-G2)	C		-			-	EBC		SAL		XTP	NTSS	115410006	Salmonella, serogroup G	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gg1		Salmonella Group G1 (O:13,22)	C		-			-	EBC		SAL		XTP	NTSS	116019007	Salmonella group G	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gg2		Salmonella Group G2 (O:13,23)	C		-			-	EBC		SAL		XTP	NTSS	116019007	Salmonella group G	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grh		Salmonella Group H (O:6,14)	C		-			-	EBC		SAL		XTP	NTSS	105747000	Salmonella Group H	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gri		Salmonella Group I (O:16)	C		-			-	EBC		SAL		XTP	NTSS	105748005	Salmonella Group I	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grj		Salmonella Group J (O:17)	C		-			-	EBC		SAL		XTP	NTSS	105749002	Salmonella Group J	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grk		Salmonella Group K (O:18)	C		-			-	EBC		SAL		XTP	NTSS	105750002	Salmonella Group K	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grl		Salmonella Group L (O:21)	C		-			-	EBC		SAL		XTP	NTSS	105751003	Salmonella Group L	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grm		Salmonella Group M (O:28)	C		-			-	EBC		SAL		XTP	NTSS	105752005	Salmonella Group M	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grn		Salmonella Group N (O:30)	C		-			-	EBC		SAL		XTP	NTSS	105753000	Salmonella Group N	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gro		Salmonella Group O (O:35)	C		-			-	EBC		SAL		XTP	NTSS	398547002	Salmonella group O:1,3,19	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grp		Salmonella Group P (O:38)	C		-			-	EBC		SAL		XTP	NTSS	105755007	Salmonella Group P	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grq		Salmonella Group Q (O:39)	C		-			-	EBC		SAL		XTP	NTSS	105756008	Salmonella Group Q	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grr		Salmonella Group R (O:40)	C		-			-	EBC		SAL		XTP	NTSS	105757004	Salmonella Group R	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grs		Salmonella Group S (O:41)	C		-			-	EBC		SAL		XTP	NTSS	105758009	Salmonella Group S	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grt		Salmonella Group T (O:42)	C		-			-	EBC		SAL		XTP	NTSS	105759001	Salmonella Group T	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gru		Salmonella Group U (O:43)	C		-			-	EBC		SAL		XTP	NTSS	105760006	Salmonella Group U	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grv		Salmonella Group V (O:44)	C		-			-	EBC		SAL		XTP	NTSS	105761005	Salmonella Group V	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grw		Salmonella Group W (O:45)	C		-			-	EBC		SAL		XTP	NTSS	105762003	Salmonella Group W	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
grx		Salmonella Group X (O:47)	C		-			-	EBC		SAL		XTP	NTSS	105763008	Salmonella Group X	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
gry		Salmonella Group Y (O:48)	C		-			-	EBC		SAL		XTP	NTSS	105764002	Salmonella Group Y	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
