GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
EUCAST	2023	atcc25922	Table 1	eco	Meropenem/Vaborbactam	MEV_ED20	MEV	Disk	MH	31	37	2023-04-10	2023-04-10	
EUCAST	2023	atcc27853	Table 2	pae	Meropenem/Vaborbactam	MEV_ED20	MEV	Disk	MH	29	35	2023-04-10	2023-04-10	
EUCAST	2023	atcc49619	Table 5	spn	Florfenicol	FLR_EM	FLR	MIC	MHB	1	4	2023-04-10	2023-04-10	
EUCAST	2023	atcc33396	Table 8	pha	Florfenicol	FLR_EM	FLR	MIC	MHB	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atccBAA2814	Table 10	kpn	Meropenem/Vaborbactam	MEV_ED20	MEV	Disk	MH	15	21	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Clindamycin	CLI_EM	CLI	MIC	MH	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Clindamycin	CLI_ED2	CLI	Disk	MH	23	29	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Meropenem	MEM_EM	MEM	MIC	MH	0.03	0.25	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Meropenem	MEM_ED10	MEM	Disk	MH	32	39	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Metronidazole	MTR_EM	MTR	MIC	MH	0.25	1	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Metronidazole	MTR_ED5	MTR	Disk	MH	29	36	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Piperacillin/Tazobactam	TZP_EM	TZP	MIC	MH	0.12	0.5	2023-04-10	2023-04-10	
EUCAST	2023	atcc25285		bfr	Piperacillin/Tazobactam	TZP_ED30	TZP	Disk	MH	29	35	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Penicillin G	PEN_EM	PEN	MIC	MH	0.03	0.125	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Penicillin G	PEN_ED1	PEN	Disk	MH	23	29	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Clindamycin	CLI_EM	CLI	MIC	MH	0.03	0.125	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Clindamycin	CLI_ED2	CLI	Disk	MH	20	26	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Meropenem	MEM_EM	MEM	MIC	MH	0.004	0.016	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Meropenem	MEM_ED10	MEM	Disk	MH	34	40	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Metronidazole	MTR_EM	MTR	MIC	MH	1	4	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Metronidazole	MTR_ED5	MTR	Disk	MH	20	26	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Piperacillin/Tazobactam	TZP_EM	TZP	MIC	MH	0.015	0.125	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Piperacillin/Tazobactam	TZP_ED30	TZP	Disk	MH	30	36	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Vancomycin	VAN_EM	VAN	MIC	MH	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atcc13124		cpe	Vancomycin	VAN_ED5	VAN	Disk	MH	14	20	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218		eco	Amoxicillin/Clavulanic acid	AMC_ED2	VAN	MIC	MH	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218		eco	Amoxicillin/Clavulanic acid	VAN_ED5	VAN	Disk	MH	14	20	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ampicillin/Sulbactam	SAM_ED10	SAM	Disk	MH	13	19	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ampicillin/Sulbactam	SAM_EM	SAM	MIC	MH	16	128	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ceftolozane/Tazobactam	CZT_EM	CZT	MIC	MH	0.06	0.25	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ceftolozane/Tazobactam	CZT_ED30	CZT	Disk	MH	25	31	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Piperacillin/Tazobactam	TZP_EM	TZP	MIC	MH	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Piperacillin/Tazobactam	TZP_ED30	TZP	Disk	MH	21	27	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ticarcillin/Clavulanic acid	TCC_EM	TCC	MIC	MH	8	32	2023-04-10	2023-04-10	
EUCAST	2023	atcc35218	Table 8	eco	Ticarcillin/Clavulanic acid	TCC_ED75	TCC	Disk	MH	21	25	2023-04-10	2023-04-10	
EUCAST	2023	atcc29213	Table 11	sau	Amoxicillin/Clavulanic acid	AMC_EM	AMC	MIC	MH	0.12	0.5	2023-04-10	2023-04-10	
EUCAST	2023	atcc29213	Table 11	sau	Amoxicillin	AMX_EM	AMX	MIC	MH	0.5	2	2023-04-10	2023-04-10	
EUCAST	2023	atcc29213	Table 3	sau	Ampicillin	AMP_EM	AMP	MIC	MH	0.5	2	2021-01-01	2021-01-01	
EUCAST	2023	atcc29213	Table 3	sau	Chlortetracycline	CTE_EM	CTE	MIC	MH	0.12	0.5	2023-04-10	2023-04-10	
EUCAST	2023	atcc29213	Table 3	sau	Oxytetracycline	OXY_EM	OXY	MIC	MH	0.25	1	2023-04-10	2023-04-10	
EUCAST	2023	atcc49619	Table 5	spn	Chlortetracycline	CTE_EM	CTE	MIC	MHB	0.12	0.5	2023-04-10	2023-04-10	
EUCAST	2023	atcc49619	Table 5	spn	Oxytetracycline	OXY_EM	OXY	MIC	MHB	0.12	0.5	2023-04-10	2023-04-10	
EUCAST	2023	dsm25589		cpe	Metronidazole	MTR_ED5	MTR	Disk	MH	25	80	2023-04-10	2023-06-02	
CLSI	2023	atcc700603	Table 5A	kpn	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Aztreonam	ATM_NM	ATM	MIC	MH	8	64	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Aztreonam/Avibactam	AZA_NM	AZA	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Biapenem	BIA_NM	BIA	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ceftaroline	CPT_NM	CPT	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ceftaroline/Avibactam	CPA_NM	CPA	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ceftazidime	CAZ_NM	CAZ	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ticarcillin	TIC_NM	TIC	MIC	MH	256		2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	MH	32	128	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Pefloxacin	PEF_ND5	PEF	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 4A	kpn	Ceftaroline/Avibactam	CPA_ND30	CPA	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 4A	kpn	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 4A	kpn	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	MH	17	25	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Cefpodoxime	CPD_ND10	CPD	Disk	MH	23	28	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Cefpodoxime	CPD_NM	CPD	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Cefpodoxime	CPD_ND10	CPD	Disk	HTM	25	31	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Cefpodoxime	CPD_NM	CPD	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Amoxicillin	AMX_NM	AMX	MIC	MH	128		2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Cefpodoxime	CPD_ND10	CPD	Disk	GC	35	43	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Cefpodoxime	CPD_NM	CPD	MIC	GC	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Cefpodoxime	CPD_ND10	CPD	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Cefpodoxime	CPD_NM	CPD	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Cefpodoxime	CPD_ND10	CPD	Disk	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Cefpodoxime	CPD_NM	CPD	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Cefpirome	CPO_NM	CPO	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc49766	Table 5B	hin	Cefprozil	CPR_NM	CPR	MIC	HTM	1	4	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Cefprozil	CPR_ND30	CPR	Disk	MHB	25	32	2021-01-01	2021-01-01	
CLSI	2023	atcc25285	Table 5D	bfr	Ceftaroline	CPT_NM	CPT	MIC	Agar	4	32	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Ceftaroline	CPT_NM	CPT	MIC	Agar	16	128	2021-01-01	2021-01-01	
CLSI	2023	atcc700057	Table 5D	cdf	Ceftaroline	CPT_NM	CPT	MIC	Agar	2	16	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Ceftaroline	CPT_ND30	CPT	Disk	MH	26	34	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftaroline	CPT_NM	CPT	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc29212	Table 5A	efa	Ceftaroline	CPT_NM	CPT	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2023	atcc43055	Table 5D	ele	Ceftaroline	CPT_NM	CPT	MIC	Agar	8	32	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Ceftaroline	CPT_ND30	CPT	Disk	HTM	29	39	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftaroline	CPT_NM	CPT	MIC	HTM	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ceftaroline	CPT_ND30	CPT	Disk	MH	26	35	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Ceftaroline	CPT_NM	CPT	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Ceftaroline	CPT_ND30	CPT	Disk	MHB	31	41	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Ceftaroline	CPT_NM	CPT	MIC	MHB	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Carbenicillin	CRB_ND100	CRB	Disk	MH	23	29	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Carbenicillin	CRB_NM	CRB	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc29212	Table 5A	efa	Carbenicillin	CRB_NM	CRB	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Carbenicillin	CRB_ND100	CRB	Disk	MH	18	24	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Carbenicillin	CRB_NM	CRB	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Carbenicillin	CRB_NM	CRB	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2023	atcc25285	Table 5D	bfr	Ceftriaxone	CRO_NM	CRO	MIC	Agar	32	128	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Ceftriaxone	CRO_NM	CRO	MIC	Agar	64	256	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftriaxone	CRO_NM	CRO	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Ceftriaxone	CRO_ND30	CRO	Disk	HTM	31	39	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftriaxone	CRO_NM	CRO	MIC	HTM	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Amoxicillin/Clavulanic acid	AMC_NM	AMC	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Ceftriaxone	CRO_ND30	CRO	Disk	GC	39	51	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Ceftriaxone	CRO_NM	CRO	MIC	GC	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Ceftriaxone	CRO_ND30	CRO	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Ceftriaxone	CRO_NM	CRO	MIC	MH	8	64	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ceftriaxone	CRO_ND30	CRO	Disk	MH	22	28	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Ceftriaxone	CRO_NM	CRO	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Ceftriaxone	CRO_ND30	CRO	Disk	MHB	30	35	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Ceftriaxone	CRO_NM	CRO	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Ceftibuten	CTB_ND10	CTB	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftibuten	CTB_NM	CTB	MIC	MH	0.12	1	2021-01-01	2023-04-11	
CLSI	2023	atcc49247	Table 4B	hin	Ceftibuten	CTB_ND10	CTB	Disk	HTM	29	36	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftibuten	CTB_NM	CTB	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc25285	Table 5D	bfr	Cefotetan	CTT_NM	CTT	MIC	Agar	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Cefotetan	CTT_NM	CTT	MIC	Agar	32	128	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Cefotetan	CTT_ND30	CTT	Disk	MH	28	34	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Cefotetan	CTT_NM	CTT	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2023	atcc43055	Table 5D	ele	Cefotetan	CTT_NM	CTT	MIC	Agar	32	128	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Cefotetan	CTT_ND30	CTT	Disk	GC	30	36	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Cefotetan	CTT_NM	CTT	MIC	GC	0.5	2	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Cefotetan	CTT_ND30	CTT	Disk	MH	17	23	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Cefotetan	CTT_NM	CTT	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc25285	Table 5D	bfr	Cefotaxime	CTX_NM	CTX	MIC	Agar	8	32	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Cefotaxime	CTX_NM	CTX	MIC	Agar	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Cefotaxime	CTX_ND30	CTX	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Cefotaxime	CTX_NM	CTX	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc43055	Table 5D	ele	Cefotaxime	CTX_NM	CTX	MIC	Agar	64	256	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Cefotaxime	CTX_ND30	CTX	Disk	HTM	31	39	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Cefotaxime	CTX_NM	CTX	MIC	HTM	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc700603	Table 5A	kpn	Ampicillin	AMP_NM	AMP	MIC	MH	128		2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Cefotaxime	CTX_ND30	CTX	Disk	GC	38	48	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Cefotaxime	CTX_NM	CTX	MIC	GC	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Cefotaxime	CTX_ND30	CTX	Disk	MH	18	22	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Cefotaxime	CTX_NM	CTX	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Cefotaxime	CTX_NM	CTX	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Cefotaxime	CTX_ND30	CTX	Disk	MHB	31	39	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Cefotaxime	CTX_NM	CTX	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Ceftolozane/Tazobactam	CZT_ND30	CTZ	Disk	MHB	21	29	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Cefuroxime	CXM_ND30	CXM	Disk	MH	20	26	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Cefuroxime	CXM_NM	CXM	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2023	atcc49766	Table 4B	hin	Cefuroxime	CXM_ND30	CXM	Disk	HTM	28	36	2021-01-01	2021-01-01	
CLSI	2023	atcc49766	Table 5B	hin	Cefuroxime	CXM_NM	CXM	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Cefuroxime	CXM_ND30	CXM	Disk	GC	33	41	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Cefuroxime	CXM_NM	CXM	MIC	GC	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Cefuroxime	CXM_ND30	CXM	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Amikacin	AMK_ND30	AMK	Disk	MH	20	26	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Amoxicillin/Clavulanic acid	AMC_ND20	AMC	Disk	MH	28	36	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ampicillin	AMP_ND10	AMP	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Azithromycin	AZM_ND15	AZM	Disk	MH	21	26	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Cefaclor	CEC_ND30	CEC	Disk	MH	27	31	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Cefuroxime sodium	CXM_NM	CXM	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Cefuroxime	CXM_NM	CXM	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc35218	Table 4A	eco	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	28	35	2021-01-01	2021-01-01	
CLSI	2023	atcc35218	Table 5A	eco	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	HTM	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc49766	Table 5B	hin	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	HTM	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	16	22	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MHB	23	31	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MHB	0.25	2	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Cefazolin	CZO_ND30	CZO	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Cefazolin	CZO_NM	CZO	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Cefazolin	CZO_ND30	CZO	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Cefazolin	CZO_NM	CZO	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc25285	Table 5D	bfr	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	Agar	0.12	1	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	Agar	16	128	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc35218	Table 4A	eco	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2023	atcc35218	Table 5A	eco	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	HTM	0.5	2	2021-01-01	2021-01-01	
CLSI	2023	atcc49766	Table 4B	hin	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	HTM	23	29	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	MH	10	18	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2023	atcc29741	Table 5D	bth	Ceftizoxime	CZX_NM	CZX	MIC	Agar	4	16	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 4A	eco	Ceftizoxime	CZX_ND30	CZX	Disk	MH	30	36	2021-01-01	2021-01-01	
CLSI	2023	atcc25922	Table 5A	eco	Ceftizoxime	CZX_NM	CZX	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc43055	Table 5D	ele	Ceftizoxime	CZX_NM	CZX	MIC	Agar	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 4B	hin	Ceftizoxime	CZX_ND30	CZX	Disk	HTM	29	39	2021-01-01	2021-01-01	
CLSI	2023	atcc49247	Table 5B	hin	Ceftizoxime	CZX_NM	CZX	MIC	HTM	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 4B	ngo	Ceftizoxime	CZX_ND30	CZX	Disk	GC	42	51	2021-01-01	2021-01-01	
CLSI	2023	atcc49226	Table 5C	ngo	Ceftizoxime	CZX_NM	CZX	MIC	GC	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 4A	pae	Ceftizoxime	CZX_ND30	CZX	Disk	MH	12	17	2021-01-01	2021-01-01	
CLSI	2023	atcc27853	Table 5A	pae	Ceftizoxime	CZX_NM	CZX	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2023	atcc25923	Table 4A	sau	Ceftizoxime	CZX_ND30	CZX	Disk	MH	27	35	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Ceftizoxime	CZX_NM	CZX	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 4B	spn	Ceftizoxime	CZX_ND30	CZX	Disk	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Ceftizoxime	CZX_NM	CZX	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2023	atcc29212	Table 5A	efa	Dalbavancin	DAL_NM	DAL	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc29213	Table 5A	sau	Dalbavancin	DAL_NM	DAL	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2023	atcc49619	Table 5B	spn	Dalbavancin	DAL_NM	DAL	MIC	MHB	0.008	0.032	2021-01-01	2021-01-01	
